Problem Name,Variant,Size,Optimal Value,Time (s),Result Type,Summary Value,Solution/Error
in_house_16_4,standard,91,120,2.3600063286721706e-05,OPTIMAL,120,"[10, 14, 12, 0, 6, 9, 2, 13, 15, 3, 7, 5, 1, 4]"
in_house_16_5,standard,99,127,1.71000137925148e-05,OPTIMAL,127,"[15, 13, 7, 0, 8, 3, 14, 9, 1, 12, 4, 10, 11, 5]"
in_house_16_6,standard,91,68,6.810005288571119e-05,OPTIMAL,68,"[6, 15, 5, 4, 12, 0, 1]"
in_house_16_7,standard,96,60,2.010003663599491e-05,OPTIMAL,60,"[12, 7, 11, 2, 4, 3]"
in_house_16_8,standard,96,134,1.4499993994832039e-05,OPTIMAL,134,"[4, 6, 14, 11, 5, 13, 15, 1, 9, 0, 12, 3, 2, 7]"
in_house_16_9,standard,93,121,2.1200045011937618e-05,OPTIMAL,121,"[9, 2, 3, 5, 6, 10, 11, 8, 15, 1, 13, 0, 14]"
in_house_20_0,standard,122,155,2.559996210038662e-05,OPTIMAL,155,"[0, 15, 6, 5, 18, 8, 12, 16, 17, 1, 2, 7, 13]"
in_house_20_1,standard,125,62,1.5300000086426735e-05,SUBOPTIMAL,60,"[17, 11, 4, 9, 6, 18]"
in_house_20_10,standard,123,191,5.10999234393239e-05,OPTIMAL,191,"[4, 16, 17, 10, 13, 7, 12, 2, 11, 9, 14, 18, 0, 1, 6, 8, 19]"
in_house_20_11,standard,117,153,1.7300015315413475e-05,SUBOPTIMAL,152,"[4, 16, 18, 5, 19, 0, 8, 15, 1, 2, 3, 11, 10, 17, 9, 7, 13, 12]"
