Problem Name,Variant,Size,Optimal Value,Time (s),Result Type,Summary Value,Solution/Error
in_house_16_3,standard,95,125,1.2200005585327744e-05,OPTIMAL,125,"[8, 5, 12, 2, 4, 9, 14, 1, 3, 7, 10, 15]"
in_house_16_4,standard,95,105,1.3600016245618463e-05,OPTIMAL,105,"[1, 12, 5, 15, 3, 4, 14, 10]"
in_house_16_5,standard,90,47,1.309998333454132e-05,SUBOPTIMAL,15,[8]
in_house_16_6,standard,99,113,1.0799994925037026e-05,SUBOPTIMAL,111,"[8, 11, 13, 6, 1, 5, 12, 14]"
in_house_16_7,standard,97,132,1.0899995686486363e-05,OPTIMAL,132,"[3, 4, 13, 9, 8, 1, 11, 0, 7, 15, 2, 6, 14]"
in_house_16_8,standard,101,145,2.61999957729131e-05,OPTIMAL,145,"[12, 8, 1, 3, 14, 2, 4, 10, 7, 0, 5, 9, 13, 6]"
in_house_16_9,standard,93,96,1.0300020221620798e-05,SUBOPTIMAL,94,"[4, 8, 11, 5, 7, 6, 9, 12, 0]"
in_house_20_0,standard,127,144,1.1600001016631722e-05,SUBOPTIMAL,140,"[1, 3, 9, 16, 18, 14, 0, 6, 5]"
in_house_20_1,standard,125,53,1.0199990356341004e-05,OPTIMAL,53,"[17, 2, 19]"
in_house_20_10,standard,128,230,2.4200009647756815e-05,OPTIMAL,230,"[13, 7, 18, 4, 11, 12, 0, 10, 14, 16, 17, 5, 6, 15, 9, 3, 1]"
