Problem Name,Variant,Size,Optimal Value,Time (s),Result Type,Summary Value,Solution/Error
in_house_8_7,standard,61,3,4.490002174861729e-05,SUBOPTIMAL,4,"[3, 1, 1, 2, 1, 3, 4, 2]"
in_house_8_8,standard,66,3,4.149999585933983e-05,SUBOPTIMAL,4,"[2, 2, 1, 1, 2, 1, 3, 4]"
in_house_8_9,standard,66,3,3.57000099029392e-05,SUBOPTIMAL,4,"[2, 1, 3, 2, 1, 1, 2, 4]"
in_house_9_0,standard,106,4,5.440000677481294e-05,SUBOPTIMAL,5,"[3, 1, 4, 1, 2, 3, 2, 2, 5]"
in_house_9_1,standard,121,4,3.339999238960445e-05,SUBOPTIMAL,5,"[3, 1, 2, 5, 3, 4, 4, 2, 1]"
in_house_9_10,standard,96,4,5.570001667365432e-05,SUBOPTIMAL,5,"[2, 2, 1, 3, 3, 1, 4, 4, 5]"
in_house_9_11,standard,91,3,4.329998046159744e-05,SUBOPTIMAL,4,"[4, 1, 2, 1, 4, 3, 3, 2, 3]"
in_house_9_12,standard,86,3,5.750000127591193e-05,SUBOPTIMAL,4,"[2, 2, 3, 2, 2, 4, 1, 1, 3]"
in_house_9_13,standard,86,3,0.0002576999831944704,SUBOPTIMAL,4,"[4, 1, 2, 1, 1, 2, 2, 2, 3]"
in_house_9_14,standard,76,3,6.319998647086322e-05,SUBOPTIMAL,4,"[1, 2, 2, 4, 1, 2, 3, 3, 1]"
in_house_9_15,standard,76,3,3.659998765215278e-05,SUBOPTIMAL,4,"[3, 1, 2, 2, 2, 3, 4, 1, 3]"
in_house_9_16,standard,76,3,3.579998156055808e-05,SUBOPTIMAL,4,"[3, 1, 1, 2, 4, 3, 2, 1, 2]"
in_house_9_17,standard,81,3,4.370001261122525e-05,SUBOPTIMAL,4,"[2, 1, 3, 4, 3, 1, 2, 2, 3]"
in_house_9_18,standard,101,4,4.630000330507755e-05,SUBOPTIMAL,5,"[2, 3, 1, 3, 4, 2, 5, 3, 1]"
in_house_9_19,standard,121,4,7.910002022981644e-05,SUBOPTIMAL,5,"[5, 3, 4, 1, 4, 3, 1, 2, 2]"
